OrderID,OrderDate,Product,Category,Quantity,UnitPrice,Discount,Region,Channel,CustomerID,TotalAmount
10257,2024-09-26T00:00:00.000000000,Mouse,Accessories,2,55.2,0.2,North,Online,1574.0,88.32
10258,2024-05-19T00:00:00.000000000,Phone,Electronics,5,661.08,0.1,North,Online,1133.0,2974.86
10259,2024-02-16T00:00:00.000000000,Phone,Electronics,5,746.43,0.0,East,Online,1451.0,3732.15
10260,2024-09-23T00:00:00.000000000,Keyboard,Accessories,8,78.08,0.05,South,Store,1693.0,593.41
10261,2024-03-05T00:00:00.000000000,Charger,Accessories,3,30.39,0.0,South,Online,1967.0,91.17
10262,2024-07-20T00:00:00.000000000,Phone,Electronics,9,719.91,0.05,South,Online,1847.0,6155.23
10263,2024-12-12T00:00:00.000000000,Tablet,Electronics,5,494.93,0.0,East,Online,1097.0,2474.65
10264,2024-12-07T00:00:00.000000000,Stand,Furniture,8,101.02,0.0,West,Online,1237.0,808.16
10265,2024-05-11T00:00:00.000000000,Stand,Furniture,3,84.8,0.0,East,Online,1436.0,254.4
10266,2024-10-11T00:00:00.000000000,Keyboard,Accessories,1,71.35,0.05,East,Online,1150.0,67.78
10267,2024-08-11T00:00:00.000000000,Monitor,Electronics,1,367.65,0.0,East,Online,1570.0,367.65
10268,2024-06-23T00:00:00.000000000,Headphones,Accessories,4,164.47,0.2,East,Online,1008.0,526.3
10269,2024-02-21T00:00:00.000000000,Mouse,Accessories,9,42.24,0.05,North,Store,1113.0,361.15
10270,2024-05-17T00:00:00.000000000,Keyboard,Accessories,1,77.81,0.2,West,Online,1047.0,62.25
10271,2024-08-25T00:00:00.000000000,Tablet,Electronics,4,557.76,0.1,North,Store,1295.0,2007.94
10272,2024-12-26T00:00:00.000000000,Laptop,Electronics,1,1073.81,0.0,South,Online,1762.0,1073.81
10273,2024-01-02T00:00:00.000000000,Phone,Electronics,9,802.13,0.0,East,Online,1177.0,7219.17
10274,2024-09-18T00:00:00.000000000,Stand,Furniture,7,89.84,0.1,South,Online,1987.0,565.99
10275,2024-11-04T00:00:00.000000000,Monitor,Electronics,7,365.75,0.05,North,Online,1269.0,2432.24
10276,2024-12-13T00:00:00.000000000,Monitor,Electronics,7,328.32,0.0,West,Online,1044.0,2298.24
10277,2024-06-03T00:00:00.000000000,Monitor,Electronics,6,395.86,0.05,North,Store,1335.0,2256.4
10278,2024-02-13T00:00:00.000000000,Charger,Accessories,7,27.84,0.2,North,Online,1748.0,155.9
10279,2024-04-08T00:00:00.000000000,Laptop,Electronics,1,1070.48,0.0,West,Online,1106.0,1070.48
10280,2024-11-06T00:00:00.000000000,Laptop,Electronics,8,969.97,0.0,East,Store,1071.0,7759.76
10281,2024-11-16T00:00:00.000000000,Tablet,Electronics,7,508.25,0.0,North,Online,1849.0,3557.75
10282,2024-08-20T00:00:00.000000000,Monitor,Electronics,7,372.01,0.2,West,Online,1592.0,2083.26
10283,2024-02-14T00:00:00.000000000,Mouse,Accessories,4,49.13,0.15,West,Online,1343.0,167.04
10284,2024-02-14T00:00:00.000000000,Monitor,Electronics,8,391.62,0.15,North,Online,1756.0,2663.02
10285,2024-06-23T00:00:00.000000000,Monitor,Electronics,4,340.55,0.2,South,Online,1844.0,1089.76
10286,2024-08-02T00:00:00.000000000,Stand,Furniture,1,92.93,0.0,South,Store,1359.0,92.93
10287,2024-01-12T00:00:00.000000000,Phone,Electronics,9,665.94,0.0,North,Partner,1561.0,5993.46
10288,2024-09-07T00:00:00.000000000,Keyboard,Accessories,3,76.82,0.0,North,Online,1010.0,230.46
10289,2024-07-17T00:00:00.000000000,Keyboard,Accessories,1,77.58,0.0,North,Store,1306.0,77.58
10290,2024-01-05T00:00:00.000000000,Monitor,Electronics,6,309.82,0.15,North,Store,1595.0,1580.08
10291,2024-02-04T00:00:00.000000000,Cable,Accessories,3,13.16,0.2,South,Online,1197.0,31.58
10292,2024-06-14T00:00:00.000000000,Tablet,Electronics,8,524.07,0.0,South,Store,1991.0,4192.56
10293,2024-09-20T00:00:00.000000000,Stand,Furniture,4,93.15,0.15,North,Store,1971.0,316.71
10294,2024-10-28T00:00:00.000000000,Headphones,Accessories,1,156.28,0.05,South,Partner,1257.0,148.47
10295,2024-06-06T00:00:00.000000000,Keyboard,Accessories,9,67.62,0.0,North,Partner,1396.0,608.58
10296,2024-04-17T00:00:00.000000000,Keyboard,Accessories,5,74.89,0.2,West,Online,1189.0,299.56
10297,2024-12-19T00:00:00.000000000,Cable,Accessories,3,13.64,0.2,North,Online,1503.0,32.74
10298,2024-06-16T00:00:00.000000000,Monitor,Electronics,7,378.12,0.05,West,Online,1123.0,2514.5
10299,2024-04-25T00:00:00.000000000,Tablet,Electronics,5,552.99,,East,Online,1390.0,2488.46
10300,2024-06-10T00:00:00.000000000,Laptop,Electronics,1,923.08,0.0,West,Online,1555.0,923.08
10301,2024-01-05T00:00:00.000000000,Headphones,Accessories,7,156.5,0.15,East,Partner,1611.0,931.18
10302,2024-04-20T00:00:00.000000000,Cable,Accessories,4,13.33,0.05,South,Online,1596.0,50.65
10303,2024-07-07T00:00:00.000000000,Laptop,Electronics,7,931.61,0.2,East,Online,1221.0,5217.02
10304,2024-12-01T00:00:00.000000000,Cable,Accessories,9,13.37,0.0,South,Store,1792.0,120.33
10305,2024-09-26T00:00:00.000000000,Keyboard,Accessories,6,73.87,0.0,North,Online,1691.0,443.22
10306,2024-10-12T00:00:00.000000000,Phone,Electronics,7,735.64,0.2,South,Online,1753.0,4119.58
10307,2024-07-17T00:00:00.000000000,Headphones,Accessories,3,167.34,0.0,,Partner,1467.0,502.02
10308,2024-02-10T00:00:00.000000000,Keyboard,Accessories,3,71.95,0.0,North,Online,1892.0,215.85
10309,2024-05-22T00:00:00.000000000,Headphones,Accessories,4,150.88,0.15,North,Online,1389.0,512.99
10310,2024-12-29T00:00:00.000000000,Phone,Electronics,8,741.23,0.0,West,Online,1805.0,5929.84
10311,2024-01-17T00:00:00.000000000,Mouse,Accessories,5,55.66,0.05,East,Partner,1203.0,264.38
10312,2024-11-16T00:00:00.000000000,Mouse,Accessories,4,50.62,0.0,South,Online,1247.0,202.48
10313,2024-09-06T00:00:00.000000000,Phone,Electronics,8,647.65,0.0,West,Online,1526.0,5181.2
10314,2024-04-13T00:00:00.000000000,Tablet,Electronics,8,517.78,0.2,North,Online,1555.0,3313.79
10315,2024-10-10T00:00:00.000000000,Tablet,Electronics,9,472.13,0.0,South,Online,1746.0,4249.17
10316,2024-11-01T00:00:00.000000000,Mouse,Accessories,3,56.0,0.0,West,Partner,1297.0,168.0
10317,2024-01-16T00:00:00.000000000,Charger,Accessories,7,28.13,0.1,East,Online,1872.0,177.22
10318,2024-02-08T00:00:00.000000000,Charger,Accessories,6,30.61,0.2,South,Partner,1329.0,146.93
10319,2024-08-30T00:00:00.000000000,Stand,Furniture,5,76.27,0.0,South,Online,1534.0,381.35
10320,2024-12-30T00:00:00.000000000,Charger,Accessories,4,28.13,0.1,North,Online,1931.0,101.27
10321,2024-01-09T00:00:00.000000000,Headphones,Accessories,2,165.77,0.05,North,Partner,1539.0,314.96
10322,2024-08-30T00:00:00.000000000,Phone,Electronics,3,722.11,0.15,North,Online,1681.0,1841.38
10323,2024-02-19T00:00:00.000000000,Mouse,Accessories,5,48.18,0.0,West,Online,1908.0,240.9
10324,2024-08-25T00:00:00.000000000,Stand,Furniture,8,100.64,0.2,East,Partner,1974.0,644.1
10325,2024-08-15T00:00:00.000000000,Stand,Furniture,8,98.45,0.1,South,Online,1499.0,708.84
10326,2024-02-03T00:00:00.000000000,Tablet,Electronics,2,472.39,0.15,West,Online,1416.0,803.06
10327,2024-09-05T00:00:00.000000000,Tablet,Electronics,7,505.67,0.0,North,Partner,1196.0,3539.69
10328,2024-11-23T00:00:00.000000000,Laptop,Electronics,1,995.95,0.2,North,Online,1537.0,796.76
10329,2024-11-11T00:00:00.000000000,Phone,Electronics,7,726.72,0.1,South,Online,1918.0,4578.34
10330,2024-01-11T00:00:00.000000000,Keyboard,Accessories,4,75.07,0.0,West,Online,,300.28
10331,2024-03-30T00:00:00.000000000,Keyboard,Accessories,5,72.94,0.2,East,Online,1348.0,291.76
10332,2024-03-28T00:00:00.000000000,Headphones,Accessories,7,167.45,0.15,West,Online,1107.0,996.33
10333,2024-06-14T00:00:00.000000000,Headphones,Accessories,4,167.95,0.0,North,Store,1389.0,671.8
10334,2024-02-22T00:00:00.000000000,Cable,Accessories,8,16.54,,West,Online,1236.0,125.7
10335,2024-11-07T00:00:00.000000000,Monitor,Electronics,5,399.07,0.0,North,Store,1976.0,1995.35
10336,2024-10-10T00:00:00.000000000,Cable,Accessories,9,16.1,0.05,North,Online,1527.0,137.66
10337,2024-10-22T00:00:00.000000000,Stand,Furniture,6,96.07,0.2,East,Online,1136.0,461.14
10338,2024-03-13T00:00:00.000000000,Headphones,Accessories,3,160.74,0.2,North,Online,1067.0,385.78
10339,2024-01-06T00:00:00.000000000,Tablet,Electronics,7,496.1,0.0,West,Store,1850.0,3472.7
10340,2024-11-28T00:00:00.000000000,Stand,Furniture,4,87.84,0.2,West,Online,1931.0,281.09
10341,2024-04-15T00:00:00.000000000,Mouse,Accessories,5,45.18,0.05,East,Online,1763.0,214.6
10342,2024-08-27T00:00:00.000000000,Tablet,Electronics,2,520.68,0.1,South,Partner,1123.0,937.22
10343,2024-11-27T00:00:00.000000000,Mouse,Accessories,2,45.9,0.15,North,Store,1098.0,78.03
10344,2024-01-14T00:00:00.000000000,Keyboard,Accessories,6,73.26,0.05,East,Online,1197.0,417.58
10345,2024-01-02T00:00:00.000000000,Stand,Furniture,2,91.3,0.05,East,Partner,1751.0,173.47
10346,2024-01-02T00:00:00.000000000,Tablet,Electronics,9,485.52,0.05,West,Online,1765.0,4151.2
10347,2024-02-27T00:00:00.000000000,Stand,Furniture,8,81.49,0.2,East,Online,1837.0,521.54
10348,2024-01-19T00:00:00.000000000,Stand,Furniture,7,97.44,0.0,North,Online,1096.0,682.08
10349,2024-10-26T00:00:00.000000000,Phone,Electronics,7,774.61,0.0,North,Online,1153.0,5422.27
10350,2024-08-09T00:00:00.000000000,Phone,Electronics,6,629.32,0.0,West,Online,1900.0,3775.92
10351,2024-12-23T00:00:00.000000000,Keyboard,Accessories,1,67.33,0.0,North,Store,1928.0,67.33
10352,2024-10-19T00:00:00.000000000,Laptop,Electronics,4,949.89,0.0,West,Online,1725.0,3799.56
10353,2024-12-17T00:00:00.000000000,Tablet,Electronics,5,543.54,0.0,North,Store,1106.0,2717.7
10354,2024-03-28T00:00:00.000000000,Monitor,Electronics,9,384.51,0.0,,Partner,1068.0,3460.59
10355,2024-04-15T00:00:00.000000000,Stand,Furniture,2,79.34,0.15,West,Store,1055.0,134.88
10356,2024-11-06T00:00:00.000000000,Stand,Furniture,5,96.32,0.0,South,Store,1691.0,481.6
10357,2024-03-30T00:00:00.000000000,Phone,Electronics,4,618.41,0.05,North,Store,1845.0,2349.96
10358,2024-01-21T00:00:00.000000000,Cable,Accessories,2,14.51,0.15,West,Partner,1631.0,24.67
10359,2024-09-01T00:00:00.000000000,Laptop,Electronics,1,1148.43,0.15,North,Online,1262.0,976.17
10360,2024-10-19T00:00:00.000000000,Charger,Accessories,4,26.33,0.05,East,Online,1757.0,100.05
10361,2024-12-19T00:00:00.000000000,Cable,Accessories,1,13.44,0.0,West,Online,1059.0,13.44
10362,2024-12-04T00:00:00.000000000,Cable,Accessories,1,14.65,0.2,East,Online,1828.0,11.72
10363,2024-02-13T00:00:00.000000000,Tablet,Electronics,4,516.91,0.15,North,Online,1891.0,1757.49
10364,2024-10-08T00:00:00.000000000,Cable,Accessories,2,16.95,0.1,West,Store,1718.0,30.51
10365,2024-11-04T00:00:00.000000000,Phone,Electronics,5,799.83,0.0,North,Online,1879.0,3999.15
10366,2024-09-11T00:00:00.000000000,Keyboard,Accessories,1,68.8,0.0,East,Partner,1586.0,68.8
10367,2024-10-26T00:00:00.000000000,Monitor,Electronics,3,311.1,0.0,East,Online,1468.0,933.3
10368,2024-11-01T00:00:00.000000000,Headphones,Accessories,5,162.0,0.0,South,Online,1322.0,810.0
10369,2024-06-11T00:00:00.000000000,Laptop,Electronics,9,930.26,0.2,South,Online,1921.0,6697.87
10370,2024-01-15T00:00:00.000000000,Charger,Accessories,6,32.35,0.0,North,Online,1697.0,194.1
10371,2024-06-15T00:00:00.000000000,Headphones,Accessories,8,156.31,0.0,West,Online,1190.0,1250.48
10372,2024-03-14T00:00:00.000000000,Mouse,Accessories,4,43.29,0.2,North,Online,1956.0,138.53
10373,2024-02-11T00:00:00.000000000,Monitor,Electronics,5,383.82,0.15,South,Online,1059.0,1631.24
10374,2024-02-15T00:00:00.000000000,Headphones,Accessories,4,134.53,0.0,East,Online,1587.0,538.12
10375,2024-09-11T00:00:00.000000000,Cable,Accessories,8,14.66,0.0,East,Online,1190.0,117.28
10376,2024-07-03T00:00:00.000000000,Laptop,Electronics,9,1014.64,0.05,East,Online,1664.0,8675.17
10377,2024-07-16T00:00:00.000000000,Charger,Accessories,9,29.01,0.1,East,Online,1412.0,234.98
10378,2024-09-28T00:00:00.000000000,Charger,Accessories,7,30.62,0.2,East,Online,1437.0,171.47
10379,2024-07-19T00:00:00.000000000,Headphones,Accessories,5,155.83,0.2,,Online,1671.0,623.32
10380,2024-08-17T00:00:00.000000000,Tablet,Electronics,5,572.66,0.2,South,Online,1756.0,2290.64
10381,2024-02-01T00:00:00.000000000,Laptop,Electronics,9,1148.68,0.0,West,Online,1380.0,10338.12
10382,2024-11-06T00:00:00.000000000,Stand,Furniture,3,89.44,0.0,West,Store,1997.0,268.32
10383,2024-06-12T00:00:00.000000000,Stand,Furniture,4,78.19,0.05,West,Partner,1498.0,297.12
10384,2024-02-26T00:00:00.000000000,Tablet,Electronics,9,533.11,0.0,West,Partner,1160.0,4797.99
10385,2024-10-23T00:00:00.000000000,Laptop,Electronics,4,1141.86,0.0,West,Online,1006.0,4567.44
10386,2024-09-25T00:00:00.000000000,Phone,Electronics,3,660.9,0.0,North,Online,1202.0,1982.7
10387,2024-01-20T00:00:00.000000000,Laptop,Electronics,6,987.37,0.2,West,Online,1691.0,4739.38
10388,2024-03-11T00:00:00.000000000,Cable,Accessories,3,14.66,0.0,East,Store,1539.0,43.98
10389,2024-01-06T00:00:00.000000000,Cable,Accessories,9,12.98,0.0,South,Store,1337.0,116.82
10390,2024-04-08T00:00:00.000000000,Phone,Electronics,9,735.12,0.0,East,Store,1481.0,6616.08
10391,2024-02-06T00:00:00.000000000,Charger,Accessories,3,27.72,0.0,South,Partner,1838.0,83.16
10392,2024-09-16T00:00:00.000000000,Phone,Electronics,5,759.28,0.05,East,Online,1571.0,3606.58
10393,2024-07-09T00:00:00.000000000,Headphones,Accessories,9,163.85,0.0,West,Store,1058.0,1474.65
10394,2024-12-23T00:00:00.000000000,Keyboard,Accessories,7,86.61,0.2,North,Store,1049.0,485.02
10395,2024-09-30T00:00:00.000000000,Charger,Accessories,2,28.27,0.0,South,Online,1482.0,56.54
10396,2024-08-11T00:00:00.000000000,Cable,Accessories,6,14.2,0.05,West,Partner,1404.0,80.94
10397,2024-07-04T00:00:00.000000000,Laptop,Electronics,6,1073.57,0.1,South,Online,1850.0,5797.28
10398,2024-01-20T00:00:00.000000000,Phone,Electronics,6,762.2,0.1,West,Partner,1582.0,4115.88
10399,2024-01-26T00:00:00.000000000,Tablet,Electronics,1,497.69,0.15,North,Store,1756.0,423.04
10400,2024-08-12T00:00:00.000000000,Headphones,Accessories,3,166.57,0.0,East,Online,1585.0,499.71
10401,2024-01-02T00:00:00.000000000,Stand,Furniture,8,79.49,0.05,West,Store,1345.0,604.12
10402,2024-01-16T00:00:00.000000000,Charger,Accessories,3,32.3,0.15,West,Online,1657.0,82.36
10403,2024-03-20T00:00:00.000000000,Headphones,Accessories,3,130.95,0.2,North,Store,1621.0,314.28
10404,2024-11-18T00:00:00.000000000,Stand,Furniture,3,79.75,0.1,West,Store,1720.0,215.32
10405,2024-06-16T00:00:00.000000000,Monitor,Electronics,2,352.54,0.1,South,Store,1189.0,634.57
10406,2024-09-15T00:00:00.000000000,Keyboard,Accessories,2,68.75,0.2,South,Partner,1641.0,110.0
10407,2024-05-30T00:00:00.000000000,Monitor,Electronics,4,302.18,0.1,South,Online,1285.0,1087.85
10408,2024-03-04T00:00:00.000000000,Phone,Electronics,8,594.26,0.2,East,Online,1790.0,3803.26
10409,2024-05-15T00:00:00.000000000,Stand,Furniture,1,87.3,0.0,East,Online,,87.3
10410,2024-02-03T00:00:00.000000000,Laptop,Electronics,3,1081.3,0.0,South,Online,1624.0,3243.9
10411,2024-10-08T00:00:00.000000000,Phone,Electronics,1,601.46,0.0,North,Online,1946.0,601.46
10412,2024-03-07T00:00:00.000000000,Tablet,Electronics,6,521.79,0.0,West,Online,1537.0,3130.74
10413,2024-05-17T00:00:00.000000000,Tablet,Electronics,3,547.37,0.05,North,Online,1025.0,1560.0
10414,2024-12-23T00:00:00.000000000,Phone,Electronics,8,629.38,0.0,North,Online,1606.0,5035.04
10415,2024-08-04T00:00:00.000000000,Laptop,Electronics,6,893.17,0.0,East,Partner,1777.0,5359.02
10416,2024-06-16T00:00:00.000000000,Mouse,Accessories,8,54.3,0.05,South,Online,1101.0,412.68
10417,2024-07-17T00:00:00.000000000,Stand,Furniture,6,97.63,0.1,East,Partner,1104.0,527.2
10418,2024-10-13T00:00:00.000000000,Phone,Electronics,4,707.17,0.2,West,Online,1273.0,2262.94
10419,2024-04-02T00:00:00.000000000,Tablet,Electronics,8,546.78,0.15,North,Online,1844.0,51048.0
10420,2024-08-20T00:00:00.000000000,Keyboard,Accessories,5,69.35,0.0,,Online,1527.0,346.75
10421,2024-11-14T00:00:00.000000000,Stand,Furniture,9,86.18,0.0,East,Online,1976.0,775.62
10422,2024-07-27T00:00:00.000000000,Mouse,Accessories,9,52.5,0.15,West,Online,1872.0,401.62
10423,2024-06-11T00:00:00.000000000,Charger,Accessories,6,26.89,0.0,East,Online,1554.0,161.34
10424,2024-02-22T00:00:00.000000000,Keyboard,Accessories,7,84.98,0.05,South,Online,1679.0,565.12
10425,2024-03-31T00:00:00.000000000,Monitor,Electronics,3,349.44,0.0,East,Online,1331.0,1048.32
10426,2024-12-11T00:00:00.000000000,Phone,Electronics,8,751.48,0.0,West,Store,1090.0,6011.84
10427,2024-07-16T00:00:00.000000000,Cable,Accessories,7,14.84,0.1,South,Online,1398.0,93.49
10428,2024-04-19T00:00:00.000000000,Cable,Accessories,9,14.41,0.0,West,Store,1592.0,129.69
10429,2024-06-01T00:00:00.000000000,Laptop,Electronics,3,914.84,0.0,West,Online,1182.0,2744.52
10430,2024-07-29T00:00:00.000000000,Charger,Accessories,8,26.46,0.1,South,Partner,1221.0,190.51
10431,2024-07-15T00:00:00.000000000,Laptop,Electronics,5,1074.37,0.0,North,Store,1014.0,5371.85
10432,2024-09-12T00:00:00.000000000,Charger,Accessories,2,25.68,0.1,West,Partner,1734.0,46.22
10433,2024-04-03T00:00:00.000000000,Cable,Accessories,2,13.14,0.0,North,Store,1899.0,26.28
10434,2024-08-24T00:00:00.000000000,Phone,Electronics,6,631.12,0.05,South,Online,1827.0,3597.38
10435,2024-06-10T00:00:00.000000000,Monitor,Electronics,3,315.01,0.15,North,Online,1379.0,803.28
10436,2024-12-09T00:00:00.000000000,Phone,Electronics,1,766.76,0.0,East,Online,1593.0,766.76
10437,2024-02-27T00:00:00.000000000,Keyboard,Accessories,4,76.59,0.15,South,Store,1960.0,260.41
10438,2024-02-24T00:00:00.000000000,Stand,Furniture,6,102.09,0.15,East,Store,1591.0,520.66
10439,2024-06-17T00:00:00.000000000,Laptop,Electronics,3,890.27,0.2,West,Online,1295.0,2136.65
10440,2024-07-04T00:00:00.000000000,Headphones,Accessories,9,155.86,0.0,West,Partner,1338.0,1402.74
10441,2024-09-09T00:00:00.000000000,Stand,Furniture,8,87.63,0.15,West,Online,1727.0,595.88
10442,2024-05-27T00:00:00.000000000,Headphones,Accessories,5,144.21,0.2,North,Store,1446.0,576.84
10443,2024-11-29T00:00:00.000000000,Phone,Electronics,9,777.66,0.15,South,Store,1837.0,5949.1
10444,2024-06-22T00:00:00.000000000,Monitor,Electronics,4,398.79,0.0,North,Online,1864.0,1595.16
10445,2024-02-17T00:00:00.000000000,Keyboard,Accessories,2,87.84,0.15,West,Store,1035.0,149.33
10446,2024-02-13T00:00:00.000000000,Mouse,Accessories,1,44.48,0.0,East,Store,1723.0,44.48
10447,2024-12-21T00:00:00.000000000,Headphones,Accessories,9,136.52,0.1,South,Online,1369.0,1105.81
10448,2024-02-18T00:00:00.000000000,Stand,Furniture,9,93.17,0.05,East,Online,1519.0,796.6
10449,2024-12-11T00:00:00.000000000,Keyboard,Accessories,7,74.0,0.05,East,Online,1264.0,492.1
10450,2024-04-11T00:00:00.000000000,Tablet,Electronics,1,534.14,0.05,South,Store,1368.0,507.43
10451,2024-02-04T00:00:00.000000000,Stand,Furniture,3,90.77,0.0,South,Online,1330.0,272.31
10452,2024-04-21T00:00:00.000000000,Stand,Furniture,1,90.36,0.05,North,Partner,1050.0,85.84
10453,2024-08-12T00:00:00.000000000,Monitor,Electronics,1,383.4,0.2,South,Partner,1782.0,306.72
10454,2024-06-05T00:00:00.000000000,Laptop,Electronics,3,1062.1,0.05,South,Online,1143.0,3026.98
10455,2024-10-13T00:00:00.000000000,Keyboard,Accessories,6,67.78,0.0,West,Online,1375.0,406.68
10456,2024-08-11T00:00:00.000000000,Keyboard,Accessories,1,68.32,0.2,West,Store,1193.0,54.66
10457,2024-05-26T00:00:00.000000000,Phone,Electronics,9,720.3,0.0,West,Store,1160.0,6482.7
10458,2024-08-19T00:00:00.000000000,Mouse,Accessories,5,48.8,0.05,North,Online,1373.0,231.8
10459,2024-12-20T00:00:00.000000000,Cable,Accessories,3,13.92,0.05,West,Online,1918.0,39.67
10460,2024-05-30T00:00:00.000000000,Phone,Electronics,5,681.94,0.05,South,Online,1944.0,3239.22
10461,2024-02-26T00:00:00.000000000,Charger,Accessories,8,31.24,0.2,South,Partner,1381.0,199.94
10462,2024-05-29T00:00:00.000000000,Phone,Electronics,3,767.49,0.0,West,Online,1505.0,2302.47
10463,2024-11-02T00:00:00.000000000,Charger,Accessories,1,29.53,0.2,West,Partner,1985.0,23.62
10464,2024-03-20T00:00:00.000000000,Monitor,Electronics,1,337.0,0.0,North,Online,1234.0,337.0
10465,2024-12-12T00:00:00.000000000,Laptop,Electronics,8,930.28,0.15,South,Partner,1944.0,6325.9
10466,2024-08-02T00:00:00.000000000,Stand,Furniture,2,89.59,0.1,East,Online,1105.0,161.26
10467,2024-08-07T00:00:00.000000000,Phone,Electronics,6,660.15,0.0,,Online,1225.0,3960.9
10468,2024-04-25T00:00:00.000000000,Keyboard,Accessories,4,80.52,0.0,South,Partner,1338.0,322.08
10469,2024-12-01T00:00:00.000000000,Phone,Electronics,7,736.04,0.15,East,Partner,1037.0,4379.44
10470,2024-01-14T00:00:00.000000000,Stand,Furniture,1,77.41,,West,Online,1815.0,69.67
10471,2024-04-19T00:00:00.000000000,Charger,Accessories,9,24.66,0.1,North,Online,1855.0,199.75
10472,2024-06-01T00:00:00.000000000,Cable,Accessories,7,13.71,0.0,East,Online,1383.0,95.97
10473,2024-06-23T00:00:00.000000000,Monitor,Electronics,5,390.31,0.1,East,Online,1836.0,1756.4
10474,2024-06-22T00:00:00.000000000,Monitor,Electronics,2,364.32,0.2,West,Online,1772.0,582.91
10475,2024-02-23T00:00:00.000000000,Mouse,Accessories,9,44.18,0.0,South,Partner,1801.0,397.62
10476,2024-03-23T00:00:00.000000000,Charger,Accessories,3,32.4,0.05,North,Online,1802.0,92.34
10477,2024-02-04T00:00:00.000000000,Cable,Accessories,5,14.86,0.05,East,Store,1573.0,70.58
10478,2024-07-27T00:00:00.000000000,Laptop,Electronics,4,991.83,0.2,East,Online,1110.0,3173.86
10479,2024-05-08T00:00:00.000000000,Mouse,Accessories,3,55.4,0.0,South,Online,1923.0,166.2
10480,2024-07-25T00:00:00.000000000,Phone,Electronics,4,606.62,0.05,West,Store,1608.0,2305.16
10481,2024-08-03T00:00:00.000000000,Tablet,Electronics,2,456.36,0.15,West,Online,1901.0,775.81
10482,2024-09-13T00:00:00.000000000,Cable,Accessories,1,15.39,0.0,North,Store,1959.0,15.39
10483,2024-07-18T00:00:00.000000000,Tablet,Electronics,3,453.41,0.15,West,Online,1187.0,1156.2
10484,2024-08-24T00:00:00.000000000,Charger,Accessories,2,30.56,0.15,North,Partner,1402.0,51.95
10485,2024-08-02T00:00:00.000000000,Monitor,Electronics,4,319.07,0.15,South,Store,1192.0,1084.84
10486,2024-08-26T00:00:00.000000000,Tablet,Electronics,8,438.99,0.1,North,Partner,1050.0,3160.73
10487,2024-08-13T00:00:00.000000000,Headphones,Accessories,2,135.9,0.15,South,Online,1966.0,231.03
10488,2024-04-25T00:00:00.000000000,Keyboard,Accessories,1,77.17,0.15,West,Online,1923.0,65.59
10489,2024-03-30T00:00:00.000000000,Charger,Accessories,1,26.18,0.2,South,Online,1931.0,20.94
10490,2024-10-14T00:00:00.000000000,Mouse,Accessories,5,43.63,0.0,East,Online,1883.0,218.15
10491,2024-05-05T00:00:00.000000000,Stand,Furniture,3,98.62,0.05,North,Online,1648.0,281.07
10492,2024-07-19T00:00:00.000000000,Cable,Accessories,5,14.19,0.1,East,Online,1522.0,63.86
10493,2024-03-12T00:00:00.000000000,Charger,Accessories,1,27.79,0.0,South,Online,1991.0,27.79
10494,2024-06-06T00:00:00.000000000,Mouse,Accessories,3,42.46,0.15,East,Online,1552.0,108.27
10495,2024-07-12T00:00:00.000000000,Tablet,Electronics,4,477.65,0.15,West,Online,1642.0,1624.01
10496,2024-08-16T00:00:00.000000000,Monitor,Electronics,4,324.38,0.1,East,Online,1211.0,1167.77
10497,2024-07-11T00:00:00.000000000,Phone,Electronics,5,722.17,0.0,North,Online,1746.0,3610.85
10498,2024-05-11T00:00:00.000000000,Headphones,Accessories,8,135.83,0.0,South,Store,1819.0,1086.64
10499,2024-12-17T00:00:00.000000000,Stand,Furniture,5,99.37,0.05,North,Online,1678.0,472.01
10500,2024-07-06T00:00:00.000000000,Monitor,Electronics,8,393.99,0.1,South,Online,1498.0,2836.73
